text,topic,summary
"

	The wedding festivities lasted a whole month. John and his princess loved each other dearly, and the old king lived to see many a happy day, when he took their little children on his knees and let them play with his sceptre. And John became king over the whole country.",the travelling companion_segment_52.txt, The wedding festivities lasted a whole month . John and his princess loved each other dearly .
"

	'I wish it would; I always wanted to go up in a balloon,' answered Lily, as she struggled out of the gate.",the candy country_segment_1.txt," 'I wish it would; I always wanted to go up in a balloon,' Lily said . Lily struggled out of the gate as she struggled to leave the gate ."
"

	In a pinch, a good use of our wits may help us out.

	7.6                Add  The Crow And The Pitcher to your library.     ",the crow and the pitcher_segment_1.txt," In a pinch, a good use of our wits may help us out of trouble . The Crow And The Pitcher is published in print and online ."
"

	I am going into the wide world also, replied the stranger; shall we keep each other company?

	With all my heart, he said, and so they went on together. Soon they began to like each other very much, for they were both good; but John found out that the stranger was much more clever than himself. He had travelled all over the world, and could describe almost everything. The sun was high in the heavens when they seated themselves under a large tree to eat their breakfast, and at the same moment an old woman came towards them.",the travelling companion_segment_19.txt," John found out that the stranger was much more clever than himself . He had travelled all over the world, and could describe almost everything ."
"

	As he passed through the fields, all the flowers looked fresh and beautiful in the warm sunshine, and nodded in the wind, as if they wished to say, Welcome to the green wood, where all is fresh and bright.",the travelling companion_segment_8.txt," As he passed through the fields, all the flowers looked fresh and beautiful in the warm sunshine, and nodded in the wind, as if they wished to say, Welcome to the green wood ."
"

	'I looked at her, and she was sitting motionless, with her hands in her lap. The wind caught the open window and shut it with a crash, so that a pane came clattering down in fragments; but still she never moved. The curtain caught fire, and the flames played about her face; and I saw that she was dead. There at the open window sat the dead woman, preaching a sermon against sinâmy poor faded rose out of the parsonage garden!'",what the moon saw_segment_10.txt," The curtain caught fire, and the flames played about her face; and I saw that she was dead . There at the open window sat the dead woman, preaching a sermon against sin ."
"

	'I went away,' continued the Moon, 'and looked through the windows in the aunt's house. There sat the be-praised poet, the tame one; all the guests paid homage to him, and he was happy.

	'I sought the other poet out, the wild one; him also I found in a great assembly at his patron's, where the tame poet's book was being discussed.",what the moon saw_segment_39.txt," The Moon found the tame poet, the tame one, in a great assembly at his patron's, where he was being discussed ."
"

	What a horrible princess! said John; she ought to be well flogged. If I were the old king, I would have her punished in some way.",the travelling companion_segment_29.txt," John: ""If I were the old king, I would have her punished in some way"""
"

	It was so very absurd that I really could not help seeing the funny side of the predicament, and M was the best fun of all, she looked so like a dilapidated Ophelia with her damp locks, a blue rigolette all awry, her white gloves tragically clasped, and her pale countenance bespattered with the mud that lay thick on the wooden boot and flew freely from the wheels.",lost in a london fog_segment_22.txt," It was so absurd that I really could not help seeing the funny side of the predicament, and M was the best fun of all, she looked so like a dilapidated Ophelia ."
"

	So Bob had the horses and he did pretty much as he pleased and you canât blame Bob, at least, I never did. Sometimes he was out to win and sometimes he wasnât. I never cared much about that when I was swiping a horse. What I did want to know was that my horse had the speed and could go out in front if you wanted him to.",im a fool_segment_24.txt," Bob had the horses and he did pretty much as he pleased and you can't blame Bob, at least, I never did. Sometimes he was out to win and sometimes he wasnât. I never cared much"
"

	So the n----- let Burt take this About Ben Ahem and step him a mile in a track Mr. Mathers had all to himself, right there on the farm. And Mr. Mathers had one child, a daughter, kinda sick and not very good looking, and she came home and we had to hustle and get About Ben Ahem stuck back in the barn.",im a fool_segment_28.txt," The n----- let Burt take this About Ben Ahem and step him a mile in a track Mr. Mathers had all to himself, right there on the farm ."
"

	M groaned, I laughed, the ghostly horse sneezed, and I think the driver snored.

	When things are pretty comfortable I am apt to croak, but when every thing is tottering on the verge of annihilation I usually feel rather jolly. Such being the perversity of my fallen nature, I began to enjoy myself at this period, and nearly drove poor M out of her wits by awful or whimsical suggestions and pictures of our probable fate.",lost in a london fog_segment_21.txt," When things are pretty comfortable I am apt to croak, but when every thing is tottering on the verge of annihilation I usually feel rather jolly . Such being the perversity of my fallen nature, I began to enjoy myself"
"

	It was Sunday, and the bells were ringing for church. As the people went in, John followed them; he heard Gods word, joined in singing the psalms, and listened to the preacher. It seemed to him just as if he were in his own church, where he had been christened, and had sung the psalms with his father. Out in the churchyard were several graves, and on some of them the grass had grown very high. John thought of his fathers grave, which he knew at last would look like these, as he was not there to weed and attend to it. Then he set to work, pulled up the high grass, raised the wooden crosses which had fallen down, and replaced the wreaths which had been blown away from their places by the wind, thinking all the time, Perhaps some one is doing the same for my fathers grave, as I am not there to do it",the travelling companion_segment_11.txt," John thought of his fathers grave, which he knew at last would look like these, as he was not there to weed and attend to it ."
"

	Steps came running down, the door flew open, and I was electrified at beholding the countenance of my own buxom landlady.

	'My dear soul, where 'ave you been?' she cried, as I stood staring at her, dumb with surprise and relief.",lost in a london fog_segment_40.txt," 'My dear soul, where 'ave you been?' she cried, as I stood staring at her, dumb with surprise and relief . 'I was electrified at beholding the countenance of my own buxom landlady"
"

	TWENTY-SEVENTH EVENING

	'The air was calm,' said the Moon; 'the water was transparent as the purest ether through which I was gliding, and deep below the surface I could see the strange plants that stretched up their long arms towards me like the gigantic trees of the forest. The fishes swam to and fro above their tops. High in the air a flight of wild swans were winging their way, one of which sank lower and lower, with wearied pinions, his eyes following the airy caravan, that melted farther and farther into the distance. With outspread wings he sank slowly, as a soap bubble sinks in the still air, till he touched the water. At length his head lay back between his wings, and silently he lay there, like a white lotus flower upon the quiet lake. And a gentle wind arose, and crisped the quiet surface, which gleamed like the clouds that poured along in great broad waves; and the swan raised his head, and the glowing water splashed like blue fire over his breast and back. The morning dawn illuminated the red clouds, the swan rose strengthened, and flew towards the rising sun, towards the bluish coast whither the caravan had gone; but he flew alone, with a longing in his breast. Lonely he flew over the blue swelling billows.'",what the moon saw_segment_78.txt," The Moon said: 'The air was calm, the water was transparent as the purest ether through which I was gliding' He said a flight of wild swans were winging their way, one of which sank lower and lower"
"

	'She never went out, except across the street to an old female friend; and in later years she did not even take this walk, for the old friend was dead. In her solitude my old maid was always busy at the window, which was adorned in summer with pretty flowers, and in winter with cress, grown upon felt. During the last months I saw her no more at the window, but she was still alive. I knew that, for I had not yet seen her begin the 'long journey,' of which she often spoke with her friend. 'Yes, yes,' she was in the habit of saying, when I come to die I shall take a longer journey than I have made my whole life long. Our family vault is six miles from here. I shall be carried there, and shall sleep there among my family and relatives.' Last night a van stopped at the house. A coffin was carried out, and then I knew that she was dead. They placed straw round the coffin, and the van drove away. There slept the quiet old lady, who had not gone out of her house once for the last year. The van rolled out through the town-gate as briskly as if it were going for a pleasant excursion. On the high-road the pace was quicker yet. The coachman looked nervously round every now and thenâI fancy he half expected to see her sitting on the coffin, in her yellow satin wrapper. And because he was startled, he foolishly lashed his horses, while he held the reins so tightly that the poor beasts were in a foam: they were young and fiery. A hare jumped across the road and startled them, and they fairly ran away. The old sober maiden, who had for years and years moved quietly round and round in a dull circle, was now, in death, rattled over stock and stone on the public highway. The coffin in its covering of straw tumbled out of the van, and was left on the high-road, while horses, coachman, and carriage flew past in wild career. The lark rose up carolling from the field, twittering her morning lay over the coffin, and presently perched upon it, picking with her beak at the straw covering, as though she would tear it up. The lark rose up again, singing gaily, and I withdrew behind the red morning clouds.'",what the moon saw_segment_29.txt," In her solitude my old maid was always busy at the window, which was adorned in summer with pretty flowers, and in winter with cress, grown upon felt . She never went out, except across the street to an old female friend"
"

	'Here Rao made a wild dash in the direction of the door, but he was stopped by many willing hands. There was a short and furious struggle, his clothes were tornâand, my friend, it appeared that he, the scoffer, the atheist, the expatriate, who had renounced India, who had thrown much filth at caste, who had become an American, a free-thinker, and a scoffer at superstitionsâstill wore next his heart the thin thread, the holy thread of his casteâthe holiest, the most intimate, the most exclusive, the most secret, the most important emblem of the caste which be affected to despiseâ'

	Ibrahim was silent, and the American asked: 'Wellâwhat happened?'

	THE Egyptian lit a cigarette and continued:",strength of the little thin thread_segment_7.txt," Rao made a wild dash in the direction of the door, but he was stopped by many willing hands . There was a short and furious struggle, his clothes were tornâand, my friend, it appeared that he"
"A Farmer walked through his field one cold winter morning. On the ground lay a Snake, stiff and frozen with the cold. The Farmer knew how deadly the Snake could be, and yet he picked it up and put it in his bosom to warm it back to life.",the farmer and the snake_segment_0.txt," Farmer knew how deadly the Snake could be, and yet he picked it up and put it in his bosom to warm it up ."
"

	And then at the end of the week when the race meet was over, and Harry had run home to tend up to his livery-stable business, you and Burt hitched the two horses to carts and drove slow and steady across country to the place for the next meeting, so as to not overheat the horses, etc. , etc. , you know.

	Gee whizz, gosh amighty, the nice hickorynut and beechnut and oaks and other kinds of trees along the roads, all brown and red, and the good smells, and Burt singing a song that was called âDeep River,â and the country girls at the windows of houses and everything. You can stick your colleges up your nose for all me. I guess I know where I got my education.",im a fool_segment_8.txt, You and Burt hitched the two horses to carts and drove slow and steady across country to the place for the next meeting . You can stick your colleges up your nose for all me. I guess I know where I got my education
"

	TWENTY-FOURTH EVENING

	'I will now give you a picture from Frankfort,' said the Moon. 'I especially noticed one building there. It was not the house in which Goethe was born, nor the old Council House, through whose grated windows peered the horns of the oxen that were roasted and given to the people when the emperors were crowned. No, it was a private house, plain in appearance, and painted green. It stood near the old Jews' Street. It was Rothschild's house.",what the moon saw_segment_69.txt," It was Rothschild's house, not the house in which Goethe was born, it was a private house ."
"

	We set out from home late in July in a box car with the two horses and after that, until late November, we kept moving along to the race meets and the fairs. It was a peachy time for me, Iâll say that. Sometimes now I think that boys who are raised regular in houses, and never have a fine n----- like Burt for best friend, and go to high schools and college, and never steal anything, or get drunk a little, or learn to swear from fellows who know how, or come walking up in front of a grandstand in their shirt sleeves and with dirty horsey pants on when the races are going on and the grandstand is full of people all dressed upâwhatâs the use of talking about it? Such fellows donât know nothing at all. Theyâve never had no opportunity.",im a fool_segment_5.txt," ""It was a peachy time for me, Iâll say that,"" he writes . ""Such fellows donâ�™ve never had no opportunity. Theyâ�€�™s never had"
"

	That is rather too high a price, said the old woman, nodding her head quite strangely. She did not seem at all inclined to part with the fern stems. However, it was not very agreeable to lie there with a broken leg, so she gave them to him; and such was the power of the ointment, that no sooner had he rubbed her leg with it than the old mother rose up and walked even better than she had done before. But then this wonderful ointment could not be bought at a chemists.",the travelling companion_segment_21.txt, The old mother gave the ointment to her broken leg to the doctor . She said it was not very agreeable to lie there with a broken leg so she gave it to him .
"

	But after all I had to work, and there was no other work to be got. A big lumbering fellow of nineteen couldnât just hang around the house and I had got too big to mow peopleâs lawns and sell newspapers. Little chaps who could get next to peopleâs sympathies by their sizes were always getting jobs away from me. There was one fellow who kept saying to everyone who wanted a lawn mowed or a cistern cleaned, that he was saving money to work his way through college, and I used to lay awake nights thinking up ways to injure him without being found out. I kept thinking of wagons running over him and bricks falling on his head as he walked along the street. But never mind him.",im a fool_segment_3.txt, A lumbering fellow of nineteen couldnât just hang around the house and I had got too big to mow peopleâ�™s lawns and sell newspapers . Little chaps who could get next
"

	Lily listened, and in a moment she understood what the song said,--

	'Sweet! Sweet!   Come, come and eat,   Dear little girls   With yellow curls;   For here you'll find   Sweets to your mind.   On every tree   Sugar-plums you'll see;   In every dell   Grows the caramel.   Over every wall   Gum-drops fall;   Molasses flows   Where our river goes   Under your feet   Lies sugar sweet;   Over your head   Grow almonds red.   Our lily and rose   Are not for the nose;   Our flowers we pluck   To eat or suck   And, oh! what bliss   When two friends kiss,   For they honey sip   From lip to lip!   And all you meet,   In house or street,   At work or play,   Sweethearts are they.   So, little dear,   Pray feel no fear;   Go where you will;   Eat, eat your fill.   Here is a feast   From west to east;   And you can say,   Ere you go away,   'At last I stand   In dear Candy-land,   And no more can stuff;   For once I've enough.'   Sweet! Sweet!   Tweet! Tweet!   Tweedle-dee!   Tweedle-dee!'   'That is the most interesting song I ever heard,' said Lily, clapping her sticky hands and dancing along toward a fine palace of white cream candy, with pillars of striped peppermint stick, and a roof of frosting that made it look like the Milan Cathedral. 'I'll live here, and eat candy all day long, with no tiresome school or patchwork to spoil my fun,' said Lily. So she ran up the chocolate steps into the pretty rooms, where all the chairs and tables were of different colored candies, and the beds of spun sugar. A fountain of lemonade supplied drink; and floors of ice-cream that never melted kept people and things from sticking together, as they would have done had it been warm. For a long while Lily was quite happy, going about tasting so many different kinds of sweeties, talking to the little people, who were very amiable, and finding out curious things about them and their country. The babies were made of plain sugar, but the grown people had different flavors. The young ladies were flavored with violet, rose, and orange; the gentlemen were apt to have cordials of some sort inside of them, as she found when she ate one now and then slyly, and got her tongue bitten by the hot, strong taste as a punishment The old people tasted of peppermint, clove, and such comfortable things, good for pain; but the old maids had lemon, hoarhound, flag-root, and all sorts of sour, bitter things in them, and did not get eaten much. Lily soon learned to know the characters of her new friends by a single taste, and some she never touched but once. The dear babies melted in her mouth, and the delicately flavored young ladies she was very fond of. Dr. Ginger was called to her more than once when so much candy made her teeth ache, and she found him a very hot- tempered little man; but he stopped the pain, so she was glad to see him. A lime-drop boy and a little pink checker-berry girl were her favorite playmates; and they had fine times making mud-pies by scraping the chocolate rocks and mixing this dust with honey from the wells near by. These they could eat; and Lily thought this much better than throwing away the pies, as she had to do at home. They had candy-pulls very often, and made swings of long loops of molasses candy, and bird's-nests with almond eggs, out of which came birds who sang sweetly. They played football with big bull's-eyes, sailed in sugar boats on lakes of syrup, fished in rivers of molasses, and rode the barley horses all over the country. Lily discovered that it never rained, but snowed white sugar. There was no sun, as it would have been too hot; but a large yellow lozenge made a nice moon, and red and white comfits were the stars. The people all lived on sugar, and never quarrelled. No one was ill; and if any got broken, as sometimes happened with such brittle creatures, they just stuck the parts together and were all right again. The way they grew old was to get thinner and thinner till there was danger of their vanishing. Then the friends of the old person put him in a neat coffin, and carried him to the great golden urn which stood in their largest temple, always full of a certain fine syrup; and here he was dipped and dipped till he was stout and strong again, and went home to enjoy himself for a long time as good as new. This was very interesting to Lily, and she went to many funerals. But the weddings were better still; for the lovely white brides were so sweet Lily longed to eat them. The feasts were delicious; and everybody went in their best clothes, and danced at the ball till they got so warm half-a-dozen would stick together and have to be taken to the ice-cream room to cool off. Then the little pair would drive away in a fine carriage with white horses to a new palace in some other part of the country, and Lily would have another pleasant place to visit. But by and by, when she had seen everything, and eaten so much sweet stuff that at last she longed for plain bread and butter, she began to get cross, as children always do when they live on candy; and the little people wished she would go away, for they were afraid of her. No wonder, when she would catch up a dear sugar baby and eat him, or break some respectable old grandmamma all into bits because she reproved her for naughty ways. Lily calmly sat down on the biggest church, crushing it flat, and even tried to poke the moon out of the sky in a pet one day. The king ordered her to go home; but she said, 'I won't!' and bit his head off, crown and all. Such a wail went up at this awful deed that she ran away out of the city, fearing some one would put poison in her candy, since she had no other food. 'I suppose I shall get somewhere if I keep walking; and I can't starve, though I hate the sight of this horrid stuff,' she said to herself, as she hurried over the mountains of Gibraltar Rock that divided the city of Saccharissa from the great desert of brown sugar that lay beyond. Lily marched bravely on for a long time, and saw at last a great smoke in the sky, smelt a spicy smell, and felt a hot wind blowing toward her. 'I wonder if there are sugar savages here, roasting and eating some poor traveller like me,' she said, thinking of Robinson Crusoe and other wanderers in strange lands. She crept carefully along till she saw a settlement of little huts very like mushrooms, for they were made of cookies set on lumps of the brown sugar; and queer people, looking as if made of gingerbread, were working very busily round several stoves which seemed to bake at a great rate. 'I'll creep nearer and see what sort of people they are before I show myself,' said Lily, going into a grove of spice-trees, and sitting down on a stone which proved to be the plummy sort of cake we used to call Brighton Rock. Presently one of the tallest men came striding toward the trees with a pan, evidently after spice; and before she could run, he saw Lily.  'Hollo, what do you want?' he asked, staring at her with his black currant eyes, while he briskly picked the bark off a cinnamon-tree. 'I'm travelling, and would like to know what place this is, if you please,' answered Lily, very politely, being a little frightened. 'Cake-land. Where do you come from?' asked the gingerbread man, in a crisp tone of voice. 'I was blown into the Candy country, and have been there a long time; but I got tired of it, and ran away to find something better.' 'Sensible child!' and the man smiled till Lily thought his cheeks would crumble. 'You'll get on better here with us Brownies than with the lazy Bonbons, who never work and are all for show. They won't own us, though we are all related through our grandparents Sugar and Molasses. We are busy folks; so they turn up their noses and don't speak when we meet at parties. Poor creatures, silly and sweet and unsubstantial! I pity 'em.' 'Could I make you a visit? I'd like to see how you live, and what you do. I'm sure it must be interesting,' said Lily, picking herself up after a tumble, having eaten nearly all the stone, she was so hungry. 'I know you will. Come on! I can talk while I work.' And the funny gingerbread man trotted off toward his kitchen, full of pans, rolling- pins, and molasses jugs. 'Sit down. I shall be at leisure as soon as this batch is baked. There are still some wise people down below who like gingerbread, and I have my hands full,' he said, dashing about, stirring, rolling out, and slapping the brown dough into pans, which he whisked into the oven and out again so fast that Lily knew there must be magic about it somewhere. Every now and then he threw her a delicious cooky warm from the oven. She liked the queer fellow, and presently began to talk, being very curious about this country. 'What is your name, sir?' 'Ginger Snap.' Lily thought it a good one; for he was very quick, and she fancied he could be short and sharp if he liked. 'Where does all this cake go to?' she asked, after watching the other kitchens full of workers, who were all of different kinds of cake, and each set of cooks made its own sort. 'I'll show you by and by,' answered Snap, beginning to pile up the heaps of gingerbread on a little car that ran along a track leading to some unknown storeroom, Lily thought. 'Don't you get tired of doing this all the time?' 'Yes; but I want to be promoted, and I never shall be till I've done my best, and won the prize here.' 'Oh, tell me about it! What is the prize, and how are you promoted? Is this a cooking-school?' 'Yes; the prize for best gingerbread is a cake of condensed yeast. That puts a soul into me, and I begin to rise till I am able to go over the hills yonder into the blessed land of bread, and be one of the happy creatures who are always wholesome, always needed, and without which the world below would be in a bad way.' 'Bless me! that is the queerest thing I've heard yet. But I don't wonder you want to go; I'm tired of sweets myself, and long for a good piece of bread, though I used to want cake and candy at home.' 'Ah, my dear, you'll learn a good deal here; and you are lucky not to have got into the clutches of Giant Dyspepsia, who always gets people if they eat too much of such rubbish and scorn wholesome bread. I leave my ginger behind when I go, and get white and round and beautiful, as you will see. The Gingerbread family have never been as foolish as some of the other cakes. Wedding is the worst; such extravagance in the way of wine and spice and fruit I never saw, and such a mess to eat when it's done! I don't wonder people get sick; serves 'em right.' And Snap flung down a pan with such a bang that it made Lily jump. 'Sponge cake isn't bad, is it? Mamma lets me eat it, but I like frosted pound better,' she said, looking over to the next kitchen, where piles of that sort of cake were being iced. 'Poor stuff. No substance. Ladies' fingers will do for babies, but pound has too much butter ever to be healthy. Let it alone, and eat cookies or seed-cakes, my dear. Now, come along; I'm ready.' And Snap trundled away his car-load at a great pace. Lily ran behind to pick up whatever fell, and looked about her as she went, for this was certainly a very queer country. Lakes of eggs all beaten up, and hot springs of saleratus foamed here and there ready for use. The earth was brown sugar or ground spice; and the only fruits were raisins, dried currants, citron, and lemon peel. It was a very busy place; for every one cooked all the time, and never failed and never seemed tired, though they got so hot that they only wore sheets of paper for clothes. There were piles of it to put over the cake, so that it shouldn't burn; and they made cook's white caps and aprons of it, and looked very nice. A large clock made of a flat pancake, with cloves to mark the hours and two toothpicks for hands, showed them how long to bake things; and in one place an ice wall was built round a lake of butter, which they cut in lumps as they wanted it. 'Here we are. Now, stand away while I pitch 'em down,' said Snap, stopping at last before a hole in the ground where a dumbwaiter hung ready, with a name over it. There were many holes all round, and many waiters, each with its name; and Lily was amazed when she read 'Weber,' 'Copeland,' 'Dooling,' and others, which she knew very well. Over Snap's place was the name 'Newmarch;' and Lily said, 'Why, that's where mamma gets her hard gingerbread, and Weber's is where we go for ice- cream. Do you make cake for them?' 'Yes, but no one knows it. It's one of the secrets of the trade. We cook for all the confectioners, and people think the good things come out of the cellars under their saloons. Good joke, isn't it?' And Snap laughed till a crack came in his neck and made him cough. Lily was so surprised she sat down on a warm queen's cake that happened to be near, and watched Snap send down load after load of gingerbread to be eaten by children, who would have liked it much better if they had only known where it came from, as she did. As she sat, the clatter of many spoons, the smell of many dinners, and the sound of many voices calling, 'One vanilla, two strawberries, and a Charlotte Russe,' 'Three stews, cup coffee, dry toast,' 'Roast chicken and apple without,' came up the next hole, which was marked 'Copeland.' 'Dear me! it seems as if I was there,' said Lily, longing to hop down, but afraid of the bump at the other end. 'I'm done. Come along, I'll ride you back,' called Snap, tossing the last cooky after the dumb-waiter as it went slowly out of sight with its spicy load. 'I wish you'd teach me to cook. It looks great fun, and mamma wants me to learn; only our cook hates to have me mess round, and is so cross that I don't like to try at home,' said Lily, as she went trundling back. 'Better wait till you get to Bread-land, and learn to make that. It's a great art, and worth knowing. Don't waste your time on cake, though plain gingerbread isn't bad to have in the house. I'll teach you that in a jiffy, if the clock doesn't strike my hour too soon,' answered Snap, helping her down. 'What hour?' 'Why, of my freedom. I never know when I've done my task till I'm called by the chimes and go to get my soul,' said Snap, turning his currant eyes anxiously to the clock. 'I hope you will have time.' And Lily fell to work with all her might, after Snap had put on her a paper apron and a cap like his. It was not hard; for when she was going to make a mistake a spark flew out of the fire and burnt her in time to remind her to look at the receipt, which was a sheet of gingerbread in a frame of pie-crust hung up before her, with the directions written while it was soft and baked in. The third sheet she made came out of the oven spicy, light, and brown; and Snap, giving it one poke, said, 'That's all right. Now you know. Here's your reward.' He handed her a receipt-book made of thin sheets of sugar-gingerbread held together by a gelatine binding, with her name stamped on the back, and each leaf crimped with a cake-cutter in the most elegant manner. Lily was charmed with it, but had no time to read all it contained; for just then the clock began to strike, and a chime of bells to ring,--   'Gingerbread,   Go to the head.   Your task is done;   A soul is won.   Take it and go   Where muffins grow,   Where sweet loaves rise   To the very skies,   And biscuits fair   Perfume the air.   Away, away!   Make no delay;   In the sea of flour   Plunge this hour.   Safe in your breast   Let the yeast-cake rest,   Till you rise in joy,   A white bread boy!'   'Ha, ha! I'm free! I'm free!' cried Snap, catching up the silver-covered square that seemed to fall from heaven; and running to a great white sea of flour, he went in head first, holding the yeast-cake clasped to his breast as if his life depended on it. Lily watched breathlessly, while a curious working and bubbling went on, as if Snap was tumbling about down there like a small earthquake. The other cake-folk stood round the shore with her; for it was a great event, and all were glad that the dear fellow was promoted so soon. Suddenly a cry was heard, and up rose a beautiful white figure on the farther side of the sea. It moved its hand, as if saying 'Good-by,' and ran over the hills so fast they had only time to see how plump and fair he was, with a little knob on the top of his head like a crown. 'He's gone to the happy land, and we shall miss him; but we'll follow his example and soon find him again,' said a gentle Sponge cake, with a sigh, as all went back to their work; while Lily hurried after Snap, eager to see the new country, which was the best of all. A delicious odor of fresh bread blew up from the valley as she stood on the hill-top and looked down on the peaceful scene below. Fields of yellow grain waved in the breeze; hop-vines grew from tree to tree; and many windmills whirled their white sails as they ground the different grains into fresh, sweet meal, for the loaves of bread that built the houses like bricks and paved the streets, or in many shapes formed the people, furniture, and animals. A river of milk flowed through the peaceful land, and fountains of yeast rose and fell with a pleasant foam and fizz. The ground was a mixture of many meals, and the paths were golden Indian, which gave a very gay look to the scene. Buckwheat flowers bloomed on their rosy stems, and tall corn-stalks rustled their leaves in the warm air that came from the ovens hidden in the hillsides; for bread needs a slow fire, and an obliging volcano did the baking here. 'What a lovely place!' cried Lily, feeling the charm of the homelike landscape, in spite of the funny plump people moving about. Two of these figures came running to meet her as she slowly walked down the yellow path from the hill. One was a golden boy, with a beaming face; the other a little girl in a shiny brown cloak, who looked as if she would taste very nice. They each put a warm hand into Lily's, and the boy said,-- 'We are glad to see you. Muffin told us you were coming.' 'Thank you. Who is Muffin?' asked Lily, feeling as if she had seen both these little people before, and liked them. 'He was Ginger Snap once, but he's a Muffin now. We begin in that way, and work up to the perfect loaf by degrees. My name is Johnny Cake, and she's Sally Lunn. You know us; so come on and have a race.' Lily burst out laughing at the idea of playing with these old friends of hers; and all three ran away as fast as they could tear, down the hill, over a bridge, into the middle of the village, where they stopped, panting, and sat down on some very soft rolls to rest. 'What do you all do here?' asked Lily, when she got her breath again. 'We farm, we study, we bake, we brew, and are as merry as grigs all day long. It's school-time now, and we must go; will you come?' said Sally, jumping up as if she liked it. 'Our schools are not like yours; we only study two things,--grain and yeast. I think you'll like it. We have yeast to-day, and the experiments are very jolly,' added Johnny, trotting off to a tall brown tower of rye and Indian bread, where the school was kept. Lily never liked to go to school, but she was ashamed to own it; so she went along with Sally, and was so amused with all she saw that she was glad she came. The brown loaf was hollow, and had no roof; and when she asked why they used a ruin, Sally told her to wait and see why they chose strong walls and plenty of room overhead. All round was a circle of very small biscuits like cushions, and on these the Bread-children sat. A square loaf in the middle was the teacher's desk, and on it lay an ear of wheat, with several bottles of yeast well corked up. The teacher was a pleasant, plump lady from Vienna, very wise, and so famous for her good bread that she was a Professor of Grainology. When all were seated, she began with the wheat ear, and told them all about it in such an interesting way that Lily felt as if she had never known anything about the bread she ate before. The experiments with the yeast were quite exciting,--for Fraulein Pretzel showed them how it would work till it blew the cork out, and go fizzing up to the sky if it was kept too long; how it would turn sour or flat, and spoil the bread if care was not taken to use it just at the right moment; and how too much would cause the loaf to rise till there was no substance to it. The children were very bright; for they were fed on the best kinds of oatmeal and Graham bread, with very little white bread or hot cakes to spoil their young stomachs. Hearty, happy boys and girls they were, and their yeasty souls were very lively in them; for they danced and sung, and seemed as bright and gay as if acidity, heaviness, and mould were quite unknown. Lily was very happy with them, and when school was done went home with Sally and ate the best bread and milk for dinner that she ever tasted. In the afternoon Johnny took her to the cornfield, and showed her how they kept the growing ears free from mildew and worms. Then she went to the bakehouse; and here she found her old friend Muffin hard at work making Parker House rolls, for he was such a good cook he was set to work at once on the lighter kinds of bread. 'Well, isn't this better than Candy-land or Saccharissa?' he asked, as he rolled and folded his bits of dough with a dab of butter tucked inside. 'Ever so much!' cried Lily. 'I feel better already, and mean to learn all I can. Mamma will be so pleased if I can make good bread when I go home. She is rather old-fashioned, and likes me to be a nice housekeeper. I didn't think bread interesting then, but I do now; and Johnny's mother is going to teach me to make Indian cakes to-morrow.' 'Glad to hear it. Learn all you can, and tell other people how to make healthy bodies and happy souls by eating good plain food. Not like this, though these rolls are better than cake. I have to work my way up to the perfect loaf, you know; and then, oh, then, I'm a happy thing.' 'What happens then? Do you go on to some other wonderful place?' asked Lily, as Muffin paused with a smile on his face. 'Yes; I am eaten by some wise, good human being, and become a part of him or her. That is immortality and heaven; for I may nourish a poet and help him sing, or feed a good woman who makes the world better for being in it, or be crumbed into the golden porringer of a baby prince who is to rule a kingdom. Isn't that a noble way to live, and an end worth working for?' asked Muffin, in a tone that made Lily feel as if some sort of fine yeast had got into her, and was setting her brain to work with new thoughts. 'Yes, it is. I suppose all common things are made for that purpose, if we only knew it; and people should be glad to do anything to help the world along, even making good bread in a kitchen,' answered Lily, in a sober way that showed that her little mind was already digesting the new food it had got. She stayed in Bread-land a long time, and enjoyed and learned a great deal that she never forgot. But at last, when she had made the perfect loaf, she wanted to go home, that her mother might see and taste it. 'I've put a good deal of myself into it, and I'd love to think I had given her strength or pleasure by my work,' she said, as she and Sally stood looking at the handsome loaf. 'You can go whenever you like; just take the bread in your hands and wish three times, and you'll be wherever you say. I'm sorry to have you go, but I don't wonder you want to see your mother. Don't forget what you have learned, and you will always be glad you came to us,' said Sally, kissing her good-by. 'Where is Muffin? I can't go without seeing him, my dear old friend,' answered Lily, looking round for him. 'He is here,' said Sally, touching the loaf. 'He was ready to go, and chose to pass into your bread rather than any other; for he said he loved you and would be glad to help feed so good a little girl.' 'How kind of him! I must be careful to grow wise and excellent, else he will be disappointed and have died in vain,' said Lily, touched by his devotion. Then, bidding them all farewell, she hugged her loaf close, wished three times to be in her own home, and like a flash she was there. Whether her friends believed the wonderful tale of her adventures I cannot tell; but I know that she was a nice little housekeeper from that day, and made such good bread that other girls came to learn of her. She also grew from a sickly, fretful child into a fine, strong woman, because she ate very little cake and candy, except at Christmas time, when the oldest and the wisest love to make a short visit to Candy-land.  Enjoy another story from The Louisa Alcott Reader, How They Ran Away.      10                Add  The Candy Country to your library.     ",the candy country_segment_7.txt," Lily soon learned to know the characters of her new friends by a single taste, and some she never touched but once . Lily was quite happy, going about tasting so many different kinds of sweeties, talking to the little people, and"
